state,subunitID,candidateID,candidateName,voteCount
FL,12121,FL22921,Blankenship,6
FL,12121,FL22907,De La Fuente,6
FL,12123,FL21369,Trump,7725
FL,12123,FL22906,Biden,2288
FL,12123,FL22908,Jorgensen,52
FL,12123,FL22909,Hawkins,11
FL,12123,FL22910,La Riva,6
FL,12123,FL22921,Blankenship,3
FL,12123,FL22907,De La Fuente,3
FL,12125,FL21369,Trump,5130
FL,12125,FL22906,Biden,1052
FL,12125,FL22908,Jorgensen,42
FL,12125,FL22921,Blankenship,5
FL,12125,FL22909,Hawkins,5
FL,12125,FL22907,De La Fuente,4
FL,12125,FL22910,La Riva,3
FL,12127,FL21369,Trump,173544
FL,12127,FL22906,Biden,130395
FL,12127,FL22908,Jorgensen,2151
FL,12127,FL22909,Hawkins,389
FL,12127,FL22910,La Riva,172
FL,12127,FL22907,De La Fuente,160
FL,12127,FL22921,Blankenship,141
FL,12129,FL21369,Trump,12868
FL,12129,FL22906,Biden,5346
FL,12129,FL22908,Jorgensen,133
FL,12129,FL22909,Hawkins,18
FL,12129,FL22921,Blankenship,10
FL,12129,FL22907,De La Fuente,10
FL,12129,FL22910,La Riva,6
FL,12131,FL21369,Trump,32924
FL,12131,FL22906,Biden,10333
FL,12131,FL22908,Jorgensen,335
FL,12131,FL22909,Hawkins,43
FL,12131,FL22907,De La Fuente,16
FL,12131,FL22910,La Riva,15
FL,12131,FL22921,Blankenship,13
FL,12133,FL21369,Trump,9870
FL,12133,FL22906,Biden,2344
FL,12133,FL22908,Jorgensen,69
FL,12133,FL22909,Hawkins,15
FL,12133,FL22910,La Riva,10
FL,12133,FL22921,Blankenship,5
FL,12133,FL22907,De La Fuente,5
GA,13001,GA20740,Trump,6526
GA,13001,GA21510,Biden,1779
GA,13001,GA22207,Jorgensen,36
GA,13003,GA20740,Trump,2300
GA,13003,GA21510,Biden,825
GA,13003,GA22207,Jorgensen,30
GA,13005,GA20740,Trump,4018
GA,13005,GA21510,Biden,625
GA,13005,GA22207,Jorgensen,25
GA,13007,GA20740,Trump,897
GA,13007,GA21510,Biden,652
GA,13007,GA22207,Jorgensen,6
GA,13009,GA21510,Biden,9140
GA,13009,GA20740,Trump,8903
GA,13009,GA22207,Jorgensen,208
GA,13011,GA20740,Trump,7795
GA,13011,GA21510,Biden,932
GA,13011,GA22207,Jorgensen,74
GA,13013,GA20740,Trump,26804
GA,13013,GA21510,Biden,10453
GA,13013,GA22207,Jorgensen,664
GA,13015,GA20740,Trump,37673
GA,13015,GA21510,Biden,12091
GA,13015,GA22207,Jorgensen,701
GA,13017,GA20740,Trump,4110
GA,13017,GA21510,Biden,2392
GA,13017,GA22207,Jorgensen,58
GA,13019,GA20740,Trump,6409
GA,13019,GA21510,Biden,1268
GA,13019,GA22207,Jorgensen,54
GA,13021,GA21510,Biden,43234
GA,13021,GA20740,Trump,26506
GA,13021,GA22207,Jorgensen,740
GA,13023,GA20740,Trump,4328
GA,13023,GA21510,Biden,1311
GA,13023,GA22207,Jorgensen,67
GA,13025,GA20740,Trump,6991
GA,13025,GA21510,Biden,699
GA,13025,GA22207,Jorgensen,56
GA,13027,GA20740,Trump,4260
GA,13027,GA21510,Biden,2790
GA,13027,GA22207,Jorgensen,50
GA,13029,GA20740,Trump,14244
GA,13029,GA21510,Biden,6739
GA,13029,GA22207,Jorgensen,357
GA,13031,GA20740,Trump,18386
GA,13031,GA21510,Biden,11243
GA,13031,GA22207,Jorgensen,455
GA,13033,GA20740,Trump,5400
GA,13033,GA21510,Biden,5209
GA,13033,GA22207,Jorgensen,75
GA,13035,GA20740,Trump,8403
GA,13035,GA21510,Biden,3271
GA,13035,GA22207,Jorgensen,91
GA,13037,GA21510,Biden,1259
GA,13037,GA20740,Trump,923
GA,13037,GA22207,Jorgensen,11
GA,13039,GA20740,Trump,15251
GA,13039,GA21510,Biden,7967
GA,13039,GA22207,Jorgensen,470
GA,13043,GA20740,Trump,3129
GA,13043,GA21510,Biden,1258
GA,13043,GA22207,Jorgensen,29
GA,13045,GA20740,Trump,37476
GA,13045,GA21510,Biden,16238
GA,13045,GA22207,Jorgensen,760
GA,13047,GA20740,Trump,25167
GA,13047,GA21510,Biden,6932
GA,13047,GA22207,Jorgensen,494
GA,13049,GA20740,Trump,3419
GA,13049,GA21510,Biden,1102
GA,13049,GA22207,Jorgensen,44
GA,13051,GA21510,Biden,78181
GA,13051,GA20740,Trump,53191
GA,13051,GA22207,Jorgensen,1917
GA,13053,GA20740,Trump,880
GA,13053,GA21510,Biden,667
GA,13053,GA22207,Jorgensen,35
GA,13055,GA20740,Trump,8064
GA,13055,GA21510,Biden,1854
GA,13055,GA22207,Jorgensen,132
GA,13057,GA20740,Trump,99474
GA,13057,GA21510,Biden,42683
GA,13057,GA22207,Jorgensen,2441
GA,13059,GA21510,Biden,35969
GA,13059,GA20740,Trump,14412
GA,13059,GA22207,Jorgensen,837
GA,13061,GA21510,Biden,790
GA,13061,GA20740,Trump,637
GA,13061,GA22207,Jorgensen,7
GA,13063,GA21510,Biden,94365
GA,13063,GA20740,Trump,15671
GA,13063,GA22207,Jorgensen,1041
GA,13065,GA20740,Trump,2105
GA,13065,GA21510,Biden,747
GA,13065,GA22207,Jorgensen,12
GA,13067,GA21510,Biden,221730
GA,13067,GA20740,Trump,165178
GA,13067,GA22207,Jorgensen,6432
GA,13069,GA20740,Trump,10532
GA,13069,GA21510,Biden,4463
GA,13069,GA22207,Jorgensen,124
GA,13071,GA20740,Trump,11776
GA,13071,GA21510,Biden,4185
GA,13071,GA22207,Jorgensen,119
GA,13073,GA20740,Trump,50013
GA,13073,GA21510,Biden,29236
GA,13073,GA22207,Jorgensen,1330
GA,13075,GA20740,Trump,4900
GA,13075,GA21510,Biden,2059
GA,13075,GA22207,Jorgensen,76
GA,13077,GA20740,Trump,51501
GA,13077,GA21510,Biden,24210
GA,13077,GA22207,Jorgensen,1088
GA,13079,GA20740,Trump,4428
GA,13079,GA21510,Biden,1615
GA,13079,GA22207,Jorgensen,59
GA,13081,GA20740,Trump,4987
GA,13081,GA21510,Biden,2986
GA,13081,GA22207,Jorgensen,66
GA,13083,GA20740,Trump,6066
GA,13083,GA21510,Biden,1261
GA,13083,GA22207,Jorgensen,107
GA,13085,GA20740,Trump,13393
GA,13085,GA21510,Biden,2486
GA,13085,GA22207,Jorgensen,196
GA,13087,GA20740,Trump,6758
GA,13087,GA21510,Biden,4780
GA,13087,GA22207,Jorgensen,89
GA,13089,GA21510,Biden,306987
GA,13089,GA20740,Trump,58170
GA,13089,GA22207,Jorgensen,4184
GA,13091,GA20740,Trump,5839
GA,13091,GA21510,Biden,2170
GA,13091,GA22207,Jorgensen,55
GA,13093,GA20740,Trump,2159
GA,13093,GA21510,Biden,1911
GA,13093,GA22207,Jorgensen,35
GA,13095,GA21510,Biden,24540
GA,13095,GA20740,Trump,10446
GA,13095,GA22207,Jorgensen,280
GA,13097,GA21510,Biden,42609
GA,13097,GA20740,Trump,25308
GA,13097,GA22207,Jorgensen,828
GA,13099,GA20740,Trump,2719
GA,13099,GA21510,Biden,2437
GA,13099,GA22207,Jorgensen,28
GA,13101,GA20740,Trump,1256
GA,13101,GA21510,Biden,167
GA,13101,GA22207,Jorgensen,18
GA,13103,GA20740,Trump,23357
GA,13103,GA21510,Biden,7720
GA,13103,GA22207,Jorgensen,492
GA,13105,GA20740,Trump,6226
GA,13105,GA21510,Biden,2879
GA,13105,GA22207,Jorgensen,66
GA,13107,GA20740,Trump,6551
GA,13107,GA21510,Biden,2884
GA,13107,GA22207,Jorgensen,66
GA,13109,GA20740,Trump,2888
GA,13109,GA21510,Biden,1324
GA,13109,GA22207,Jorgensen,35
GA,13111,GA20740,Trump,12144
GA,13111,GA21510,Biden,2571
GA,13111,GA22207,Jorgensen,110
GA,13113,GA20740,Trump,36316
GA,13113,GA21510,Biden,31863
GA,13113,GA22207,Jorgensen,931
GA,13115,GA20740,Trump,27059
GA,13115,GA21510,Biden,10959
GA,13115,GA22207,Jorgensen,496
GA,13117,GA20740,Trump,85081
GA,13117,GA21510,Biden,42177
GA,13117,GA22207,Jorgensen,1979
GA,13119,GA20740,Trump,9069
GA,13119,GA21510,Biden,1593
GA,13119,GA22207,Jorgensen,103
GA,13121,GA21510,Biden,377484
GA,13121,GA20740,Trump,136140
GA,13121,GA22207,Jorgensen,6180
GA,13123,GA20740,Trump,13382
GA,13123,GA21510,Biden,2905
GA,13123,GA22207,Jorgensen,163
GA,13125,GA20740,Trump,1403
GA,13125,GA21510,Biden,155
GA,13125,GA22207,Jorgensen,8
GA,13127,GA20740,Trump,25616
GA,13127,GA21510,Biden,15879
GA,13127,GA22207,Jorgensen,489
GA,13129,GA20740,Trump,19405
GA,13129,GA21510,Biden,4384
GA,13129,GA22207,Jorgensen,244
GA,13131,GA20740,Trump,7027
GA,13131,GA21510,Biden,3608
GA,13131,GA22207,Jorgensen,54
GA,13133,GA20740,Trump,7068
GA,13133,GA21510,Biden,4088
GA,13133,GA22207,Jorgensen,91
GA,13135,GA21510,Biden,241140
GA,13135,GA20740,Trump,166016
GA,13135,GA22207,Jorgensen,5601
GA,13137,GA20740,Trump,16616
GA,13137,GA21510,Biden,3559
GA,13137,GA22207,Jorgensen,232
GA,13139,GA20740,Trump,64105
GA,13139,GA21510,Biden,25002
GA,13139,GA22207,Jorgensen,1317
GA,13141,GA21510,Biden,2985
GA,13141,GA20740,Trump,1159
GA,13141,GA22207,Jorgensen,21
GA,13143,GA20740,Trump,12331
GA,13143,GA21510,Biden,1792
GA,13143,GA22207,Jorgensen,125
GA,13145,GA20740,Trump,14319
GA,13145,GA21510,Biden,5457
GA,13145,GA22207,Jorgensen,215
GA,13147,GA20740,Trump,9464
GA,13147,GA21510,Biden,3157
GA,13147,GA22207,Jorgensen,106
GA,13149,GA20740,Trump,4516
GA,13149,GA21510,Biden,824
GA,13149,GA22207,Jorgensen,51
GA,13151,GA21510,Biden,73276
GA,13151,GA20740,Trump,48187
GA,13151,GA22207,Jorgensen,1279
GA,13153,GA20740,Trump,41534
GA,13153,GA21510,Biden,32232
GA,13153,GA22207,Jorgensen,1057
GA,13155,GA20740,Trump,3134
GA,13155,GA21510,Biden,1008
GA,13155,GA22207,Jorgensen,26
GA,13157,GA20740,Trump,29497
GA,13157,GA21510,Biden,7642
GA,13157,GA22207,Jorgensen,531
GA,13159,GA20740,Trump,5822
GA,13159,GA21510,Biden,1761
GA,13159,GA22207,Jorgensen,61
GA,13161,GA20740,Trump,4695
GA,13161,GA21510,Biden,1028
GA,13161,GA22207,Jorgensen,48
GA,13163,GA21510,Biden,4061
GA,13163,GA20740,Trump,3537
GA,13163,GA22207,Jorgensen,44
GA,13165,GA20740,Trump,2161
GA,13165,GA21510,Biden,1266
GA,13165,GA22207,Jorgensen,28
GA,13167,GA20740,Trump,2850
GA,13167,GA21510,Biden,1222
GA,13167,GA22207,Jorgensen,28
GA,13169,GA20740,Trump,9965
GA,13169,GA21510,Biden,4888
GA,13169,GA22207,Jorgensen,113
GA,13171,GA20740,Trump,6322
GA,13171,GA21510,Biden,2612
GA,13171,GA22207,Jorgensen,94
GA,13173,GA20740,Trump,2509
GA,13173,GA21510,Biden,1019
GA,13173,GA22207,Jorgensen,48
GA,13175,GA20740,Trump,14479
GA,13175,GA21510,Biden,8048
GA,13175,GA22207,Jorgensen,163
GA,13177,GA20740,Trump,12007
GA,13177,GA21510,Biden,4558
GA,13177,GA22207,Jorgensen,149
GA,13179,GA21510,Biden,13051
GA,13179,GA20740,Trump,7944
GA,13179,GA22207,Jorgensen,331
GA,13181,GA20740,Trump,3175
GA,13181,GA21510,Biden,1432
GA,13181,GA22207,Jorgensen,36
GA,13183,GA20740,Trump,3528
GA,13183,GA21510,Biden,2033
GA,13183,GA22207,Jorgensen,95
GA,13185,GA20740,Trump,25691
GA,13185,GA21510,Biden,20117
GA,13185,GA22207,Jorgensen,547
GA,13187,GA20740,Trump,12160
GA,13187,GA21510,Biden,3122
GA,13187,GA22207,Jorgensen,242
GA,13193,GA21510,Biden,2857
GA,13193,GA20740,Trump,1783
GA,13193,GA22207,Jorgensen,22
GA,13195,GA20740,Trump,11146
GA,13195,GA21510,Biden,3365
GA,13195,GA22207,Jorgensen,196
GA,13197,GA20740,Trump,2275
GA,13197,GA21510,Biden,1311
GA,13197,GA22207,Jorgensen,38
GA,13189,GA20740,Trump,6169
GA,13189,GA21510,Biden,4168
GA,13189,GA22207,Jorgensen,118
GA,13191,GA20740,Trump,4016
GA,13191,GA21510,Biden,2612
GA,13191,GA22207,Jorgensen,68
GA,13199,GA20740,Trump,6524
GA,13199,GA21510,Biden,4287
GA,13199,GA22207,Jorgensen,66
GA,13201,GA20740,Trump,2066
GA,13201,GA21510,Biden,749
GA,13201,GA22207,Jorgensen,20
GA,13205,GA20740,Trump,4935
GA,13205,GA21510,Biden,3995
GA,13205,GA22207,Jorgensen,33
GA,13207,GA20740,Trump,11060
GA,13207,GA21510,Biden,4384
GA,13207,GA22207,Jorgensen,148
GA,13209,GA20740,Trump,2959
GA,13209,GA21510,Biden,976
GA,13209,GA22207,Jorgensen,27
GA,13211,GA20740,Trump,8228
GA,13211,GA21510,Biden,3355
GA,13211,GA22207,Jorgensen,122
GA,13213,GA20740,Trump,12943
GA,13213,GA21510,Biden,2302
GA,13213,GA22207,Jorgensen,144
GA,13215,GA21510,Biden,49425
GA,13215,GA20740,Trump,30018
GA,13215,GA22207,Jorgensen,961
GA,13217,GA21510,Biden,29781
GA,13217,GA20740,Trump,23867
GA,13217,GA22207,Jorgensen,576
GA,13219,GA20740,Trump,16594
GA,13219,GA21510,Biden,8160
GA,13219,GA22207,Jorgensen,411
GA,13221,GA20740,Trump,5591
GA,13221,GA21510,Biden,2435
GA,13221,GA22207,Jorgensen,100
GA,13223,GA20740,Trump,54460
GA,13223,GA21510,Biden,29658
GA,13223,GA22207,Jorgensen,1155
GA,13225,GA20740,Trump,6502
GA,13225,GA21510,Biden,5920
GA,13225,GA22207,Jorgensen,123
GA,13227,GA20740,Trump,14075
GA,13227,GA21510,Biden,2808
GA,13227,GA22207,Jorgensen,233
GA,13229,GA20740,Trump,7899
GA,13229,GA21510,Biden,1099
GA,13229,GA22207,Jorgensen,49
GA,13231,GA20740,Trump,9124
GA,13231,GA21510,Biden,1503
GA,13231,GA22207,Jorgensen,88
GA,13233,GA20740,Trump,13589
GA,13233,GA21510,Biden,3658
GA,13233,GA22207,Jorgensen,152
GA,13235,GA20740,Trump,2805
GA,13235,GA21510,Biden,1217
GA,13235,GA22207,Jorgensen,37
GA,13237,GA20740,Trump,8291
GA,13237,GA21510,Biden,3448
GA,13237,GA22207,Jorgensen,116
GA,13239,GA20740,Trump,604
GA,13239,GA21510,Biden,497
GA,13239,GA22207,Jorgensen,5
GA,13241,GA20740,Trump,7474
GA,13241,GA21510,Biden,1984
GA,13241,GA22207,Jorgensen,110
GA,13243,GA21510,Biden,1671
GA,13243,GA20740,Trump,1391
GA,13243,GA22207,Jorgensen,12
GA,13245,GA21510,Biden,58776
GA,13245,GA20740,Trump,26707
GA,13245,GA22207,Jorgensen,1101
GA,13247,GA21510,Biden,31243
GA,13247,GA20740,Trump,13012
GA,13247,GA22207,Jorgensen,430
GA,13249,GA20740,Trump,1800
GA,13249,GA21510,Biden,462
GA,13249,GA22207,Jorgensen,13
GA,13251,GA20740,Trump,3915
GA,13251,GA21510,Biden,2661
GA,13251,GA22207,Jorgensen,51
GA,13253,GA20740,Trump,2607
GA,13253,GA21510,Biden,1251
GA,13253,GA22207,Jorgensen,19
GA,13255,GA20740,Trump,18057
GA,13255,GA21510,Biden,11784
GA,13255,GA22207,Jorgensen,275
GA,13257,GA20740,Trump,9368
GA,13257,GA21510,Biden,2385
GA,13257,GA22207,Jorgensen,132
GA,13259,GA21510,Biden,1182
GA,13259,GA20740,Trump,801
GA,13259,GA22207,Jorgensen,7
GA,13261,GA21510,Biden,6318
GA,13261,GA20740,Trump,5732
GA,13261,GA22207,Jorgensen,100
GA,13263,GA21510,Biden,2113
GA,13263,GA20740,Trump,1390
GA,13263,GA22207,Jorgensen,16
GA,13265,GA21510,Biden,561
GA,13265,GA20740,Trump,360
GA,13265,GA22207,Jorgensen,7
GA,13267,GA20740,Trump,6048
GA,13267,GA21510,Biden,2059
GA,13267,GA22207,Jorgensen,68
GA,13269,GA20740,Trump,2418
GA,13269,GA21510,Biden,1387
GA,13269,GA22207,Jorgensen,34
GA,13271,GA20740,Trump,2822
GA,13271,GA21510,Biden,1480
GA,13271,GA22207,Jorgensen,21
GA,13273,GA21510,Biden,2376
GA,13273,GA20740,Trump,2004
GA,13273,GA22207,Jorgensen,36
GA,13275,GA20740,Trump,12954
GA,13275,GA21510,Biden,8708
GA,13275,GA22207,Jorgensen,191
GA,13277,GA20740,Trump,10784
GA,13277,GA21510,Biden,5322
GA,13277,GA22207,Jorgensen,177
GA,13279,GA20740,Trump,7872
GA,13279,GA21510,Biden,2939
GA,13279,GA22207,Jorgensen,103
GA,13281,GA20740,Trump,6384
GA,13281,GA21510,Biden,1550
GA,13281,GA22207,Jorgensen,45
GA,13283,GA20740,Trump,2101
GA,13283,GA21510,Biden,952
GA,13283,GA22207,Jorgensen,24
GA,13285,GA20740,Trump,18146
GA,13285,GA21510,Biden,11585
GA,13285,GA22207,Jorgensen,328
GA,13287,GA20740,Trump,2349
GA,13287,GA21510,Biden,1410
GA,13287,GA22207,Jorgensen,33
GA,13289,GA20740,Trump,2368
GA,13289,GA21510,Biden,2040
GA,13289,GA22207,Jorgensen,30
GA,13291,GA20740,Trump,12651
GA,13291,GA21510,Biden,2801
GA,13291,GA22207,Jorgensen,108
GA,13293,GA20740,Trump,8602
GA,13293,GA21510,Biden,4201
GA,13293,GA22207,Jorgensen,96
GA,13295,GA20740,Trump,23174
GA,13295,GA21510,Biden,5769
GA,13295,GA22207,Jorgensen,411
GA,13297,GA20740,Trump,37617
GA,13297,GA21510,Biden,12634
GA,13297,GA22207,Jorgensen,561
GA,13299,GA20740,Trump,9930
GA,13299,GA21510,Biden,4249
GA,13299,GA22207,Jorgensen,117
GA,13301,GA21510,Biden,1488
GA,13301,GA20740,Trump,1177
GA,13301,GA22207,Jorgensen,16
GA,13303,GA21510,Biden,4730
GA,13303,GA20740,Trump,4663
GA,13303,GA22207,Jorgensen,66
GA,13305,GA20740,Trump,9987
GA,13305,GA21510,Biden,2687
GA,13305,GA22207,Jorgensen,104
GA,13307,GA20740,Trump,748
GA,13307,GA21510,Biden,639
GA,13307,GA22207,Jorgensen,3
GA,13309,GA20740,Trump,1583
GA,13309,GA21510,Biden,688
GA,13309,GA22207,Jorgensen,13
GA,13311,GA20740,Trump,12222
GA,13311,GA21510,Biden,2411
GA,13311,GA22207,Jorgensen,183
GA,13313,GA20740,Trump,25636
GA,13313,GA21510,Biden,10670
GA,13313,GA22207,Jorgensen,440
GA,13315,GA20740,Trump,2403
GA,13315,GA21510,Biden,862
GA,13315,GA22207,Jorgensen,16
GA,13317,GA20740,Trump,2823
GA,13317,GA21510,Biden,2159
GA,13317,GA22207,Jorgensen,47
GA,13319,GA20740,Trump,2664
GA,13319,GA21510,Biden,2075
GA,13319,GA22207,Jorgensen,31
GA,13321,GA20740,Trump,6826
GA,13321,GA21510,Biden,2395
GA,13321,GA22207,Jorgensen,60
HI,15001,HI19883,Biden,58683
HI,15001,HI19882,Trump,26851
HI,15001,HI19891,Jorgensen,1026
HI,15001,HI19892,Hawkins,802
HI,15001,HI19897,Pierce,220
HI,15001,HI19898,Blankenship,134
HI,15003,HI19883,Biden,238601
HI,15003,HI19882,Trump,136061
HI,15003,HI19891,Jorgensen,3424
HI,15003,HI19892,Hawkins,2173
HI,15003,HI19897,Pierce,739
HI,15003,HI19898,Blankenship,629
HI,15007,HI19883,Biden,21217
HI,15007,HI19882,Trump,11579
HI,15007,HI19891,Jorgensen,303
HI,15007,HI19892,Hawkins,254
HI,15007,HI19897,Pierce,77
HI,15007,HI19898,Blankenship,56
HI,15009,HI19883,Biden,47301
HI,15009,HI19882,Trump,22111
HI,15009,HI19891,Jorgensen,772
HI,15009,HI19892,Hawkins,585
HI,15009,HI19897,Pierce,145
HI,15009,HI19898,Blankenship,111
IA,19001,IA22627,Trump,2917
IA,19001,IA23547,Biden,1197
IA,19001,IA23549,Jorgensen,35
IA,19001,IA23551,West,7
IA,19001,IA23552,De La Fuente,6
IA,19001,IA23545,Blankenship,4
IA,19001,IA23546,Hawkins,4
IA,19001,IA23548,Pierce,1
IA,19001,IA23550,King,0
IA,19003,IA22627,Trump,1528
IA,19003,IA23547,Biden,590
IA,19003,IA23549,Jorgensen,27
IA,19003,IA23545,Blankenship,3
IA,19003,IA23552,De La Fuente,2
IA,19003,IA23551,West,2
IA,19003,IA23546,Hawkins,1
IA,19003,IA23550,King,0
IA,19003,IA23548,Pierce,0
IA,19005,IA22627,Trump,4733
IA,19005,IA23547,Biden,2575
IA,19005,IA23549,Jorgensen,71
IA,19005,IA23545,Blankenship,12
IA,19005,IA23548,Pierce,5
IA,19005,IA23551,West,5
IA,19005,IA23552,De La Fuente,4
IA,19005,IA23546,Hawkins,4
IA,19005,IA23550,King,1
IA,19007,IA22627,Trump,4508
IA,19007,IA23547,Biden,1889
IA,19007,IA23549,Jorgensen,72
IA,19007,IA23546,Hawkins,9
IA,19007,IA23551,West,6
IA,19007,IA23545,Blankenship,5
IA,19007,IA23550,King,5
IA,19007,IA23548,Pierce,4
IA,19007,IA23552,De La Fuente,2
IA,19009,IA22627,Trump,2292
IA,19009,IA23547,Biden,1071
IA,19009,IA23549,Jorgensen,32
IA,19009,IA23546,Hawkins,7
IA,19009,IA23545,Blankenship,5
IA,19009,IA23548,Pierce,3
IA,19009,IA23551,West,2
IA,19009,IA23552,De La Fuente,1
IA,19009,IA23550,King,0
IA,19011,IA22627,Trump,9179
IA,19011,IA23547,Biden,5156
IA,19011,IA23549,Jorgensen,185
IA,19011,IA23546,Hawkins,28
IA,19011,IA23545,Blankenship,21
IA,19011,IA23551,West,19
IA,19011,IA23552,De La Fuente,13
IA,19011,IA23550,King,3
IA,19011,IA23548,Pierce,3
IA,19013,IA23547,Biden,35621
IA,19013,IA22627,Trump,29623
IA,19013,IA23549,Jorgensen,721
IA,19013,IA23551,West,146
IA,19013,IA23546,Hawkins,103
IA,19013,IA23545,Blankenship,67
IA,19013,IA23552,De La Fuente,54
IA,19013,IA23548,Pierce,21
IA,19013,IA23550,King,20
IA,19015,IA22627,Trump,8676
IA,19015,IA23547,Biden,6293
IA,19015,IA23549,Jorgensen,198
IA,19015,IA23551,West,34
IA,19015,IA23546,Hawkins,24
IA,19015,IA23545,Blankenship,19
IA,19015,IA23552,De La Fuente,15
IA,19015,IA23548,Pierce,11
IA,19015,IA23550,King,7
IA,19017,IA22627,Trump,8287
IA,19017,IA23547,Biden,5954
IA,19017,IA23549,Jorgensen,185
IA,19017,IA23546,Hawkins,24
IA,19017,IA23545,Blankenship,19
IA,19017,IA23551,West,19
IA,19017,IA23552,De La Fuente,8
IA,19017,IA23550,King,4
IA,19017,IA23548,Pierce,4
IA,19019,IA22627,Trump,6418
IA,19019,IA23547,Biden,4167
IA,19019,IA23549,Jorgensen,95
IA,19019,IA23551,West,22
IA,19019,IA23546,Hawkins,20
IA,19019,IA23545,Blankenship,19
IA,19019,IA23552,De La Fuente,14
IA,19019,IA23550,King,4
IA,19019,IA23548,Pierce,0
IA,19021,IA22627,Trump,5004
IA,19021,IA23547,Biden,2919
IA,19021,IA23549,Jorgensen,65
IA,19021,IA23551,West,20
IA,19021,IA23545,Blankenship,15
IA,19021,IA23552,De La Fuente,15
IA,19021,IA23546,Hawkins,10
IA,19021,IA23550,King,3
IA,19021,IA23548,Pierce,3
IA,19023,IA22627,Trump,5540
IA,19023,IA23547,Biden,2423
IA,19023,IA23549,Jorgensen,68
IA,19023,IA23546,Hawkins,14
IA,19023,IA23551,West,13
IA,19023,IA23545,Blankenship,8
IA,19023,IA23548,Pierce,8
IA,19023,IA23552,De La Fuente,4
IA,19023,IA23550,King,3
IA,19025,IA22627,Trump,3687
IA,19025,IA23547,Biden,1469
IA,19025,IA23549,Jorgensen,59
IA,19025,IA23551,West,10
IA,19025,IA23545,Blankenship,8
IA,19025,IA23552,De La Fuente,5
IA,19025,IA23546,Hawkins,3
IA,19025,IA23550,King,3
IA,19025,IA23548,Pierce,2
IA,19027,IA22627,Trump,7720
IA,19027,IA23547,Biden,3444
IA,19027,IA23549,Jorgensen,66
IA,19027,IA23551,West,15
IA,19027,IA23546,Hawkins,13
IA,19027,IA23552,De La Fuente,9
IA,19027,IA23545,Blankenship,8
IA,19027,IA23550,King,2
IA,19027,IA23548,Pierce,0
IA,19029,IA22627,Trump,4969
IA,19029,IA23547,Biden,2201
IA,19029,IA23549,Jorgensen,61
IA,19029,IA23551,West,12
IA,19029,IA23545,Blankenship,10
IA,19029,IA23546,Hawkins,8
IA,19029,IA23552,De La Fuente,3
IA,19029,IA23550,King,1
IA,19029,IA23548,Pierce,1
IA,19031,IA22627,Trump,6161
IA,19031,IA23547,Biden,4337
IA,19031,IA23549,Jorgensen,124
IA,19031,IA23546,Hawkins,22
IA,19031,IA23545,Blankenship,14
IA,19031,IA23551,West,12
IA,19031,IA23552,De La Fuente,6
IA,19031,IA23550,King,3
IA,19031,IA23548,Pierce,1
IA,19033,IA22627,Trump,12435
IA,19033,IA23547,Biden,10941
IA,19033,IA23549,Jorgensen,196
IA,19033,IA23551,West,48
IA,19033,IA23546,Hawkins,42
IA,19033,IA23552,De La Fuente,36
IA,19033,IA23545,Blankenship,25
IA,19033,IA23548,Pierce,9
IA,19033,IA23550,King,5
IA,19035,IA22627,Trump,4495
IA,19035,IA23547,Biden,1936
IA,19035,IA23549,Jorgensen,48
IA,19035,IA23551,West,8
IA,19035,IA23545,Blankenship,6
IA,19035,IA23552,De La Fuente,6
IA,19035,IA23546,Hawkins,3
IA,19035,IA23548,Pierce,1
IA,19035,IA23550,King,0
IA,19037,IA22627,Trump,4299
IA,19037,IA23547,Biden,2230
IA,19037,IA23549,Jorgensen,47
IA,19037,IA23546,Hawkins,10
IA,19037,IA23545,Blankenship,6
IA,19037,IA23552,De La Fuente,6
IA,19037,IA23550,King,4
IA,19037,IA23551,West,2
IA,19037,IA23548,Pierce,1
IA,19039,IA22627,Trump,3140
IA,19039,IA23547,Biden,1466
IA,19039,IA23549,Jorgensen,34
IA,19039,IA23551,West,8
IA,19039,IA23545,Blankenship,3
IA,19039,IA23546,Hawkins,3
IA,19039,IA23552,De La Fuente,1
IA,19039,IA23550,King,1
IA,19039,IA23548,Pierce,1
IA,19041,IA22627,Trump,6126
IA,19041,IA23547,Biden,2653
IA,19041,IA23549,Jorgensen,101
IA,19041,IA23551,West,19
IA,19041,IA23545,Blankenship,11
IA,19041,IA23546,Hawkins,8
IA,19041,IA23552,De La Fuente,5
IA,19041,IA23548,Pierce,3
IA,19041,IA23550,King,2
IA,19043,IA22627,Trump,6105
IA,19043,IA23547,Biden,3339
IA,19043,IA23549,Jorgensen,82
IA,19043,IA23546,Hawkins,18
IA,19043,IA23551,West,14
IA,19043,IA23545,Blankenship,10
IA,19043,IA23552,De La Fuente,5
IA,19043,IA23550,King,5
IA,19043,IA23548,Pierce,1
IA,19045,IA22627,Trump,13349
IA,19045,IA23547,Biden,10806
IA,19045,IA23549,Jorgensen,314
IA,19045,IA23546,Hawkins,47
IA,19045,IA23551,West,47
IA,19045,IA23545,Blankenship,36
IA,19045,IA23550,King,9
IA,19045,IA23552,De La Fuente,6
IA,19045,IA23548,Pierce,6
IA,19047,IA22627,Trump,4842
IA,19047,IA23547,Biden,2211
IA,19047,IA23549,Jorgensen,42
IA,19047,IA23551,West,9
